spray.date,first.spray.date,mildew.incidence,flagshoot,previous.flagshoot,synthetic,nonsynthetic,disease.in.may,pruning,susceptibility.to.r6.Strains,susceptibility.to.nonr6.Strains,year,change,how,Grower,mi,NonSynthetic,Synthetic,Mixture
151,126,0,0,0,1,1,0,3,4,4,2017,0,M → M,1,0,0.978456318,0.014609265,0.006934417
177,126,0,0,0,1,1,0,3,4,4,2017,0,M → M,1,0,0.931597078,0.031669012,0.036733909
181,126,0,0,0,1,0,0,3,4,4,2017,1,M → S,1,0,0.822133802,0.07090521,0.106960988
145,126,0,0,0,1,1,0,3,2,2,2017,1,N → M,1,0,0.621214159,0.116331038,0.262454803
151,126,0,0,0,1,1,0,3,2,2,2017,0,M → M,1,0,0.971336989,0.024381564,0.004281447
177,126,0,0,0,1,1,0,3,2,2,2017,0,M → M,1,0,0.863596416,0.106939538,0.029464047
181,126,0,0,0,1,0,0,3,2,2,2017,1,M → S,1,0,0.654058708,0.25085076,0.095090532
145,126,0,0,0,1,1,0,2,0,0,2017,1,N → M,1,0,0.425365734,0.387266356,0.18736791
151,126,0,0,0,1,1,0,2,0,0,2017,0,M → M,1,0,0.971336989,0.024381564,0.004281447
177,126,0,0,0,1,1,0,2,0,0,2017,0,M → M,1,0,0.922594887,0.062793194,0.014611919
181,126,0,0,0,1,0,0,2,0,0,2017,1,M → S,1,0,0.794147564,0.156636618,0.049215818
145,126,0,0,0,1,1,0,3,1,1,2017,1,N → M,1,0,0.984402426,0.010407704,0.005189871
151,126,0,0,0,1,1,0,3,1,1,2017,0,M → M,1,0,0.963240706,0.020871867,0.015887427
177,126,0,0,0,1,1,0,3,1,1,2017,0,M → M,1,0,0.907927597,0.046701009,0.045371394
181,126,0,0,0,1,0,0,3,1,1,2017,1,M → S,1,0,0.706137062,0.115999795,0.177863143
145,126,0,0,0,1,1,0,2,1,1,2017,1,N → M,1,0,0.523469941,0.167211662,0.309318398
151,126,0,0,0,1,1,0,2,1,1,2017,0,M → M,1,0,0.011240192,0.802174595,0.186585213
177,126,0,0,0,1,1,0,2,1,1,2017,0,M → M,1,0,0.008855702,0.715259722,0.275884575
181,126,0,0,0,1,0,0,2,1,1,2017,1,M → S,1,0,0.008855702,0.715259722,0.275884575
145,126,0,0,0,1,1,0,3,4,4,2017,1,N → M,1,0,0.00709716,0.804803988,0.188098852
151,126,0,0,0,1,1,0,3,4,4,2017,0,M → M,1,0,0.011240192,0.802174595,0.186585213
177,126,0,0,0,1,1,0,3,4,4,2017,0,M → M,1,0,0.011240192,0.802174595,0.186585213
181,126,0,0,0,1,0,0,3,4,4,2017,1,M → S,1,0,0.008855702,0.715259722,0.275884575
145,126,0,0,0,1,1,0,4,4,4,2017,1,N → M,1,0,0.011240192,0.802174595,0.186585213
151,126,0,0,0,1,1,0,4,4,4,2017,0,M → M,1,0,0.00709716,0.804803988,0.188098852
177,126,0,0,0,1,1,0,4,4,4,2017,0,M → M,1,0,0.00709716,0.804803988,0.188098852
181,126,0,0,0,1,0,0,4,4,4,2017,1,M → S,1,0,0.008812539,0.713334795,0.277852665
145,126,0,0,0,1,1,0.0025,2,1,1,2017,1,N → M,1,0,0.01021167,0.736489952,0.253298378
151,126,0,0,0,1,1,0.0025,2,1,1,2017,0,M → M,1,0,0.011311895,0.775745656,0.21294245
177,126,0,0,0,1,1,0.0025,2,1,1,2017,0,M → M,1,0,0.011240192,0.802174595,0.186585213
181,126,0,0,0,1,0,0.0025,2,1,1,2017,1,M → S,1,0,0.011240192,0.802174595,0.186585213
145,126,0,0,0,1,1,0.0025,3,2,2,2017,1,N → M,1,0,0.011240192,0.802174595,0.186585213
151,126,0,0,0,1,1,0.0025,3,2,2,2017,0,M → M,1,0,0.008812539,0.713334795,0.277852665
177,126,0,0,0,1,1,0.0025,3,2,2,2017,0,M → M,1,0,0.011311895,0.775745656,0.21294245
181,126,0,0,0,1,0,0.0025,3,2,2,2017,1,M → S,1,0,0.011263787,0.77414083,0.214595384
145,126,0,0,0,1,1,0,3,4,4,2017,1,N → M,1,0,0.950136731,0.040801737,0.009061532
151,126,0.005,0,0,1,1,0,3,4,4,2017,0,M → M,1,1,0.904260623,0.075507965,0.020231412
177,126,0.005,0,0,1,1,0,3,4,4,2017,0,M → M,1,1,0.812550132,0.141005668,0.0464442
181,126,0.005,0,0,1,0,0,3,4,4,2017,1,M → S,1,1,0.525544713,0.322647731,0.151807556
145,126,0,0,0,1,1,0,4,3,3,2017,1,N → M,1,0,0.284847673,0.443670813,0.271481513
151,126,0,0,0,1,1,0,4,3,3,2017,0,M → M,1,0,0.940791456,0.052474537,0.006734008
177,126,0,0,0,1,1,0,4,3,3,2017,0,M → M,1,0,0.888691508,0.096385761,0.014922731
181,126,0,0,0,1,0,0,4,3,3,2017,1,M → S,1,0,0.858276195,0.121453925,0.02026988
145,126,0,0,0,1,1,0,3,3,3,2017,1,N → M,1,0,0.256960743,0.299343387,0.44369587
151,126,0,0,0,1,1,0,3,3,3,2017,0,M → M,1,0,0.146217137,0.309903944,0.54387892
177,126,0,0,0,1,1,0,3,3,3,2017,0,M → M,1,0,0.092809659,0.526872367,0.380317975
181,126,0,0,0,1,0,0,3,3,3,2017,1,M → S,1,0,0.950136731,0.040801737,0.009061532
145,126,0,0,0,1,1,0,2,1,1,2017,1,N → M,1,0,0.647474868,0.249561301,0.102963832
151,126,0,0,0,1,1,0,2,1,1,2017,0,M → M,1,0,0.284847673,0.443670813,0.271481513
177,126,0,0,0,1,1,0,2,1,1,2017,0,M → M,1,0,0.050230804,0.471190073,0.478579123
181,126,0,0,0,1,0,0,2,1,1,2017,1,M → S,1,0,0.946100839,0.044241553,0.009657608
145,126,0,0,0,1,1,0,5,1,1,2017,1,N → M,1,0,0.850733185,0.115286078,0.033980737
151,126,0,0,0,1,1,0,5,1,1,2017,0,M → M,1,0,0.280231462,0.447650944,0.272117594
177,126,0,0,0,1,1,0,5,1,1,2017,0,M → M,1,0,0.946100839,0.044241553,0.009657608
181,126,0,0,0,1,0,0,5,1,1,2017,1,M → S,1,0,0.850733185,0.115286078,0.033980737
145,126,0,0,0,1,1,0,5,1,1,2017,1,N → M,1,0,0.283793177,0.45037042,0.265836403
151,126,0,0,0,1,1,0,5,1,1,2017,0,M → M,1,0,0.893212353,0.099164687,0.00762296
177,126,0,0,0,1,1,0,5,1,1,2017,0,M → M,1,0,0.695087337,0.274206267,0.030706396
181,126,0,0,0,1,0,0,5,1,1,2017,1,M → S,1,0,0.500222476,0.438297628,0.061479896
145,126,0,0,0,1,1,0,5,4,4,2017,1,N → M,1,0,0.224335958,0.649239779,0.126424262
151,126,0,0,0,1,1,0,5,4,4,2017,0,M → M,1,0,0.907997784,0.077086871,0.014915344
177,126,0,0,0,1,1,0,5,4,4,2017,0,M → M,1,0,0.729656513,0.182011313,0.088332175
181,126,0,0,0,1,0,0,5,4,4,2017,1,M → S,1,0,0.510482378,0.302279887,0.187237735
145,126,0,0,0,1,1,0,3,3,3,2017,1,N → M,1,0,0.091756316,0.466761347,0.441482337
151,126,0,0,0,1,1,0,3,3,3,2017,0,M → M,1,0,0.045087717,0.445988603,0.50892368
177,126,0,0,0,1,1,0,3,3,3,2017,0,M → M,1,0,0.907997784,0.077086871,0.014915344
181,126,0,0,0,1,0,0,3,3,3,2017,1,M → S,1,0,0.064005635,0.348210697,0.587783668
145,126,0,0,0,1,1,0,3,3,3,2017,1,N → M,1,0,0.890790169,0.098227649,0.010982182
151,126,0,0,0,1,1,0,3,3,3,2017,0,M → M,1,0,0.604689543,0.333300555,0.062009902
177,126,0,0,0,1,1,0,3,3,3,2017,0,M → M,1,0,0.432457962,0.463504628,0.10403741
181,126,0,0,0,1,0,0,3,3,3,2017,1,M → S,1,0,0.075124832,0.667368041,0.257507127
153,144,0,0,0,1,0,0,5,1,1,2017,0,S → S,2,0,0.046781563,0.66194398,0.291274457
165,144,0,0,0,1,0,0,5,1,1,2017,0,S → S,2,0,0.950856211,0.045031179,0.00411261
173,144,0,0,0,1,0,0,5,1,1,2017,0,S → S,2,0,0.677555604,0.273643732,0.048800665
185,144,0,0,0,1,0,0,5,1,1,2017,0,S → S,2,0,0.511695743,0.401845368,0.086458889
129,118,0,0,0,0,1,0,3,0,0,2017,0,N → N,2,0,0.890790169,0.098227649,0.010982182
135,118,0,0,0,0,1,0,3,0,0,2017,0,N → N,2,0,0.609971185,0.331820712,0.058208103
144,118,0,0,0,1,0,0,3,0,0,2017,1,N → S,2,0,0.438277247,0.463606692,0.098116061
154,118,0,0,0,0,1,0,3,0,0,2017,1,S → N,2,0,0.069964405,0.66571947,0.264316126
171,118,0,0,0,0,1,0,3,0,0,2017,0,N → N,2,0,0.046550365,0.660117372,0.293332264
178,118,0,0,0,1,1,0,3,0,0,2017,1,N → M,2,0,0.985679238,0.002733169,0.011587592
179,118,0,0,0,1,0,0,3,0,0,2017,1,M → S,2,0,0.54372872,0.039216201,0.417055079
129,118,0,0,0,0,1,0.005,3,4,4,2017,0,N → N,2,0,0.378779711,0.046506669,0.574713619
135,118,0,0,0,0,1,0.005,3,4,4,2017,0,N → N,2,0,0.359253263,0.047142207,0.59360453
144,118,0,0,0,1,0,0.005,3,4,4,2017,1,N → S,2,0,0.662774553,0.119485617,0.21773983
154,118,0.085,0,0,0,1,0.005,3,4,4,2017,1,S → N,2,1,0.511046909,0.156839645,0.332113446
171,118,0.085,0,0,0,1,0.005,3,4,4,2017,0,N → N,2,1,0.491227946,0.161123472,0.347648583
178,118,0.085,0,0,1,1,0.005,3,4,4,2017,1,N → M,2,1,0.986921135,0.002847899,0.010230966
179,118,0.085,0,0,1,0,0.005,3,4,4,2017,1,M → S,2,1,0.570961087,0.042854944,0.38618397
128,101,0.21,0,0.0025,1,1,0.0025,5,2,2,2017,1,N → M,2,1,0.405559777,0.051819661,0.542620562
135,101,0.21,0,0,0,1,0.0025,5,2,2,2017,1,M → N,2,1,0.385563815,0.052652212,0.561783973
141,101,0.21,0,0,1,0,0.0025,5,2,2,2017,1,N → S,2,1,0.662774553,0.119485617,0.21773983
153,101,0.005,0,0,1,0,0.0025,5,2,2,2017,0,S → S,2,1,0.511046909,0.156839645,0.332113446
170,101,0.005,0,0,1,0,0.0025,5,2,2,2017,0,S → S,2,1,0.491227946,0.161123472,0.347648583
182,101,0.005,0,0,1,0,0.0025,5,2,2,2017,0,S → S,2,1,0.992133329,0.000902718,0.006963953
117,111,0,0,0,0,1,0,1,2,0,2017,0,N → N,2,0,0.424109971,0.022391531,0.553498498
130,111,0,0,0,0,1,0,1,2,0,2017,0,N → N,2,0,0.225028383,0.024690498,0.750281119
138,111,0,0,0,0,1,0,1,2,0,2017,0,N → N,2,0,0.210606086,0.024696996,0.764696918
164,111,0,0,0,1,0,0,1,2,0,2017,1,N → S,2,0,0.992133329,0.000902718,0.006963953
171,111,0,0,0,1,0,0,1,2,0,2017,0,S → S,2,0,0.404366883,0.02167913,0.573953987
182,111,0,0,0,1,0,0,1,2,0,2017,0,S → S,2,0,0.211077116,0.023517691,0.765405192
130,123,0.005,0,0,0,1,0,1,4,0,2017,0,N → N,2,1,0.197315263,0.023496051,0.779188686
158,123,0,0,0,1,0,0,1,4,0,2017,1,N → S,2,0,0.984637504,0.002973087,0.012389409
170,123,0,0,0,1,0,0,1,4,0,2017,0,S → S,2,0,0.980452955,0.003614099,0.015932946
181,123,0,0,0,1,0,0,1,4,0,2017,0,S → S,2,0,0.832890301,0.019761484,0.147348215
130,123,0,0,0,0,1,0,1,4,0,2017,0,N → N,2,0,0.608305734,0.036617012,0.355077254
158,123,0,0,0,1,0,0,1,4,0,2017,1,N → S,2,0,0.382212622,0.047813802,0.569973576
170,123,0,0,0,1,0,0,1,4,0,2017,0,S → S,2,0,0.362623399,0.04848247,0.588894131
181,123,0,0,0,1,0,0,1,4,0,2017,0,S → S,2,0,0.240221143,0.051156964,0.708621893
129,117,0,0,0,0,1,0,2,3,3,2017,0,N → N,2,0,0.662774553,0.119485617,0.21773983
138,117,0,0,0,0,1,0,2,3,3,2017,0,N → N,2,0,0.511046909,0.156839645,0.332113446
145,117,0,0,0,1,0,0,2,3,3,2017,1,N → S,2,0,0.989707308,0.007220411,0.003072282
173,117,0,0,0,1,0,0,2,3,3,2017,0,S → S,2,0,0.967783671,0.020460864,0.011755465
180,117,0,0,0,1,0,0,2,3,3,2017,0,S → S,2,0,0.88782212,0.06213317,0.05004471
123,111,0.015,0,0,0,1,0,1,5,0,2017,0,N → N,2,1,0.818899261,0.116357277,0.064743461
140,111,0.015,0,0,0,1,0,1,5,0,2017,0,N → N,2,1,0.818899261,0.116357277,0.064743461
152,111,0.025,0,0,0,2,0,1,5,0,2017,0,N → N,2,1,0.989707308,0.007220411,0.003072282
156,111,0.025,0,0,0,1,0,1,5,0,2017,0,N → N,2,1,0.960155852,0.024781602,0.015062546
174,111,0.025,0,0,1,0,0,1,5,0,2017,1,N → S,2,1,0.989272215,0.006583041,0.004144744
181,111,0.025,0,0,1,0,0,1,5,0,2017,0,S → S,2,1,0.953999597,0.024003365,0.021997038
139,118,0.03,0,0,0,1,0,3,4,0,2017,0,N → N,2,1,0.877260467,0.055999188,0.066740344
149,118,0.03,0,0,0,1,0,3,4,0,2017,0,N → N,2,1,0.989272215,0.006583041,0.004144744
158,118,0.005,0,0,0,1,0,3,4,0,2017,0,N → N,2,1,0.953999597,0.024003365,0.021997038
172,118,0.005,0,0,1,0,0,3,4,0,2017,1,N → S,2,1,0.877260467,0.055999188,0.066740344
184,118,0.005,0,0,1,0,0,3,4,0,2017,0,S → S,2,1,0.989407766,0.005069012,0.005523222
123,118,0.015,0,0,0,1,0,2,4,4,2017,0,N → N,2,1,0.952296118,0.018447319,0.029256563
126,118,0.015,0,0,1,0,0,2,4,4,2017,1,N → S,2,1,0.869177545,0.042716825,0.08810563
139,118,0.015,0,0,0,1,0,2,4,4,2017,1,S → N,2,1,0.981148126,0.011303797,0.007548077
153,118,0.035,0,0,1,0,0,2,4,4,2017,1,N → S,2,1,0.787939991,0.043836722,0.168223287
171,118,0.035,0,0,1,1,0,2,4,4,2017,1,S → M,2,1,0.323313507,0.094838631,0.581847862
123,118,0.02,0,0,0,1,0,2,3,3,2017,0,N → N,2,1,0.305121853,0.250851536,0.44402661
139,118,0.02,0,0,0,1,0,2,3,3,2017,0,N → N,2,1,0.818899261,0.116357277,0.064743461
154,118,0,0,0,1,0,0,2,3,3,2017,1,N → S,2,0,0.989707308,0.007220411,0.003072282
174,118,0,0,0,1,0,0,2,3,3,2017,0,S → S,2,0,0.960155852,0.024781602,0.015062546
180,118,0,0,0,1,0,0,2,3,3,2017,0,S → S,2,0,0.989776079,0.007514554,0.002709367
123,118,0.005,0,0,0,1,0,2,4,4,2017,0,N → N,2,1,0.968323307,0.021304788,0.010371904
126,118,0.005,0,0,1,0,0,2,4,4,2017,1,N → S,2,1,0.890840239,0.064879657,0.044280104
139,118,0.005,0,0,0,1,0,2,4,4,2017,1,S → N,2,1,0.989707308,0.007220411,0.003072282
153,118,0.045,0,0,1,0,0,2,4,4,2017,1,N → S,2,1,0.960155852,0.024781602,0.015062546
171,118,0.045,0,0,1,1,0,2,4,4,2017,1,S → M,2,1,0.986718577,0.006527434,0.006753989
139,95,0,0,0,0,1,0,3,3,3,2017,0,N → N,3,0,0.941014142,0.023537403,0.035448455
139,95,0,0,0,0,1,0,1,3,3,2017,0,N → N,3,0,0.960218435,0.001927939,0.037853626
139,95,0,0,0,0,1,0,1,1,1,2017,0,N → N,3,0,0.847169236,0.005302973,0.147527791
139,95,0,0,0,0,1,0,3,3,3,2017,0,N → N,3,0,0.721227553,0.008213863,0.270558583
139,95,0,0,0,0,1,0,2,4,4,2017,0,N → N,3,0,0.97788172,0.001042074,0.021076206
171,95,0,0,0,1,1,0,2,4,4,2017,1,N → M,3,0,0.896578545,0.003394972,0.100026483
179,95,0,0,0,1,1,0,2,4,4,2017,0,M → M,3,0,0.801782201,0.005523701,0.192694098
139,95,0,0,0,0,1,0,2,4,4,2017,0,N → N,3,0,0.97788172,0.001042074,0.021076206
171,95,0,0,0,1,1,0,2,4,4,2017,1,N → M,3,0,0.898722715,0.003388211,0.097889075
179,95,0,0,0,1,1,0,2,4,4,2017,0,M → M,3,0,0.818413908,0.005252463,0.176333629
139,95,0,0,0,0,1,0,3,3,3,2017,0,N → N,3,0,0.975166796,0.000998573,0.023834631
139,95,0,0,0,0,1,0,2,3,3,2017,0,N → N,3,0,0.887200304,0.003214069,0.109585627
139,95,0,0,0,0,1,0,1,1,0,2017,0,N → N,3,0,0.78574705,0.005178956,0.209073994
147,138,0,0,0,0,1,0,1,3,3,2017,0,N → N,4,0,0.947145281,0.000882346,0.051972373
154,138,0,0,0,0,1,0,1,3,3,2017,0,N → N,4,0,0.465449354,0.001135333,0.533415313
164,138,0,0,0,0,1,0,1,3,3,2017,0,N → N,4,0,0.254267121,0.001288927,0.744443953
143,140,0,0,0,0,1,0,1,4,0,2017,0,N → N,4,0,0.147054761,0.001269002,0.851676237
151,140,0,0,0,0,1,0,1,4,0,2017,0,N → N,4,0,0.058369797,0.001118766,0.940511437
161,140,0,0,0,0,1,0,1,4,0,2017,0,N → N,4,0,0.06693391,0.001783877,0.931282213
147,139,0,0,0,0,1,0,1,4,0,2017,0,N → N,4,0,0.948026562,0.000880269,0.051093169
153,139,0.005,0,0,0,1,0,1,4,0,2017,0,N → N,4,1,0.465449354,0.001135333,0.533415313
163,139,0.005,0,0,1,1,0,1,4,0,2017,1,N → M,4,1,0.254267121,0.001288927,0.744443953
149,137,0,0,0,0,1,0,1,3,3,2017,0,N → N,4,0,0.147054761,0.001269002,0.851676237
156,137,0,0,0,0,1,0,1,3,3,2017,0,N → N,4,0,0.058369797,0.001118766,0.940511437
144,137,0,0,0,0,1,0,1,4,4,2017,0,N → N,4,0,0.098344965,0.002427537,0.899227498
152,137,0,0,0,0,1,0,1,4,4,2017,0,N → N,4,0,0.948026562,0.000880269,0.051093169
162,137,0,0,0,0,1,0,1,4,4,2017,0,N → N,4,0,0.848545708,0.001547751,0.149906541
143,137,0,0,0,0,1,0,1,4,4,2017,0,N → N,4,0,0.705224855,0.002501267,0.292273878
151,137,0,0,0,0,1,0,1,4,4,2017,0,N → N,4,0,0.547689184,0.00330683,0.449003986
162,137,0,0,0,0,1,0,1,4,4,2017,0,N → N,4,0,0.168430966,0.002735191,0.828833843
144,137,0,0,0,0,1,0,1,2,0,2017,0,N → N,4,0,0.108316873,0.002621475,0.889061652
152,137,0,0,0,0,1,0,1,2,0,2017,0,N → N,4,0,0.948026562,0.000880269,0.051093169
162,137,0,0,0,0,1,0,1,2,0,2017,0,N → N,4,0,0.753463129,0.001460152,0.245076719
149,140,0,0,0,0,1,0,1,3,3,2017,0,N → N,4,0,0.544957936,0.002194757,0.452847307
156,140,0.005,0,0,0,1,0,1,3,3,2017,0,N → N,4,1,0.377268622,0.002586541,0.620144837
147,139,0,0,0,0,1,0,1,4,0,2017,0,N → N,4,0,0.178940291,0.002724863,0.818334846
153,139,0,0,0,0,1,0,1,4,0,2017,0,N → N,4,0,0.054662756,0.001515439,0.943821806
163,139,0,0,0,1,1,0,1,4,0,2017,1,N → M,4,0,0.975166796,0.000998573,0.023834631
149,137,0,0,0,0,1,0,1,3,3,2017,0,N → N,4,0,0.883633763,0.00322226,0.113143978
156,137,0,0,0,0,1,0,1,3,3,2017,0,N → N,4,0,0.779747471,0.005173306,0.215079224
144,138,0,0,0,0,1,0,1,1,1,2017,0,N → N,4,0,0.809850783,0.039305519,0.150843699
151,138,0,0,0,0,1,0,1,1,1,2017,0,N → N,4,0,0.555288649,0.073076413,0.371634938
164,138,0,0,0,0,1,0,1,1,1,2017,0,N → N,4,0,0.478928383,0.094831551,0.426240066
144,138,0,0,0,0,1,0,1,3,3,2017,0,N → N,4,0,0.845875973,0.038780593,0.115343434
151,138,0,0,0,0,1,0,1,3,3,2017,0,N → N,4,0,0.619473292,0.077008781,0.303517927
164,138,0,0,0,0,1,0,1,3,3,2017,0,N → N,4,0,0.478928383,0.094831551,0.426240066
145,134,0,0,0,0,1,0,1,0,0,2017,0,N → N,4,0,0.85965654,0.051303501,0.08903996
158,134,0,0,0,0,1,0,1,0,0,2017,0,N → N,4,0,0.651896889,0.105489889,0.242613222
165,134,0,0,0,0,1,0,1,0,0,2017,0,N → N,4,0,0.519442344,0.133592578,0.346965078
128,118,0,0,0,0,1,0,5,2,2,2017,0,N → N,5,0,0.842101897,0.038862176,0.119035928
138,118,0,0,0,0,1,0,5,2,2,2017,0,N → N,5,0,0.612352716,0.076625622,0.311021662
156,118,0.04,0,0,0,1,0,5,2,2,2017,0,N → N,5,1,0.478928383,0.094831551,0.426240066
171,118,0.04,0,0,1,1,0,5,2,2,2017,1,N → M,5,1,0.898956139,0.045451915,0.055591946
128,118,0,0,0,0,1,0,1,1,1,2017,0,N → N,5,0,0.616528159,0.134629775,0.248842066
138,118,0,0,0,0,1,0,1,1,1,2017,0,N → N,5,0,0.844628573,0.038808343,0.116563085
153,118,0.005,0,0,0,2,0,1,1,1,2017,0,N → N,5,1,0.478928383,0.094831551,0.426240066
170,118,0.005,0,0,1,1,0,1,1,1,2017,1,N → M,5,1,0.898956139,0.045451915,0.055591946
128,118,0,0,0,0,1,0,1,1,1,2017,0,N → N,5,0,0.616528159,0.134629775,0.248842066
139,118,0,0,0,0,1,0,1,1,1,2017,0,N → N,5,0,0.988408296,0.010197707,0.001393997
153,118,0,0,0,0,1,0,1,1,1,2017,0,N → N,5,0,0.809562319,0.145775595,0.044662086
170,118,0,0,0,1,1,0,1,1,1,2017,1,N → M,5,0,0.984556975,0.014261716,0.001181309
179,118,0,0,0,0,1,0,1,1,1,2017,1,M → N,5,0,0.769380641,0.194509389,0.036109969
128,118,0,0,0,0,1,0,3,3,3,2017,0,N → N,5,0,0.221237639,0.573431346,0.205331015
138,118,0,0,0,0,1,0,3,3,3,2017,0,N → N,5,0,0.99022859,0.009027261,0.000744149
153,118,0,0,0,0,1,0,3,3,3,2017,0,N → N,5,0,0.84139471,0.133871677,0.024733612
170,118,0,0,0,1,1,0,3,3,3,2017,1,N → M,5,0,0.988560634,0.00931124,0.002128126
128,118,0,0,0,0,1,0,5,3,3,2017,0,N → N,5,0,0.833430771,0.112227725,0.054341504
138,118,0,0,0,0,1,0,5,3,3,2017,0,N → N,5,0,0.777175544,0.21397109,0.008853367
153,118,0,0,0,0,1,0,5,3,3,2017,0,N → N,5,0,0.75272442,0.236135663,0.011139918
171,118,0,0,0,1,1,0,5,3,3,2017,1,N → M,5,0,0.984361807,0.01437694,0.001261253
119,101,0.0125,0.0125,0.0125,0,1,0.0125,5,4,4,2017,0,N → N,5,1,0.842014826,0.134751991,0.023233183
129,101,0.37,0,0.0125,1,1,0.0125,5,4,4,2017,1,N → M,5,1,0.98876391,0.010270764,0.000965325
143,101,0.37,0,0,0,1,0.0125,5,4,4,2017,1,M → N,5,1,0.848843605,0.126056206,0.025100189
158,101,0.9,0,0,1,1,0.0125,5,4,4,2017,1,N → M,5,1,0.306374472,0.498531821,0.195093707
173,101,0.9,0,0,1,1,0.0125,5,4,4,2017,0,M → M,5,1,0.983933223,0.014955071,0.001111706
135,121,0,0,0,0,1,0,1,1,1,2017,0,N → N,5,0,0.848773388,0.132262801,0.018963811
145,121,0,0,0,0,1,0,1,1,1,2017,0,N → N,5,0,0.988463835,0.010685186,0.000850978
157,121,0,0,0,0,1,0,1,1,1,2017,0,N → N,5,0,0.864092676,0.116908671,0.018998653
172,121,0,0,0,1,1,0,1,1,1,2017,1,N → M,5,0,0.983017769,0.01563412,0.001348111
135,123,0,0,0,0,1,0,1,1,1,2017,0,N → N,5,0,0.857481904,0.122673397,0.019844699
145,123,0,0,0,0,1,0,1,1,1,2017,0,N → N,5,0,0.768099265,0.221280193,0.010620542
157,123,0,0,0,0,1,0,1,1,1,2017,0,N → N,5,0,0.762197367,0.228509259,0.009293373
172,123,0,0,0,1,1,0,1,1,1,2017,1,N → M,5,0,0.987466403,0.01162369,0.000909906
130,123,0,0,0,0,1,0,1,4,0,2017,0,N → N,5,0,0.854071904,0.125829138,0.020098958
138,123,0,0,0,0,1,0,1,4,0,2017,0,N → N,5,0,0.768099265,0.221280193,0.010620542
156,123,0.04,0,0,1,1,0,1,4,0,2017,1,N → M,5,1,0.985600718,0.013219418,0.001179864
171,123,0.04,0,0,1,1,0,1,4,0,2017,0,M → M,5,1,0.852700462,0.125317455,0.021982083
184,123,0.04,0,0,1,1,0,1,4,0,2017,0,M → M,5,1,0.768099265,0.221280193,0.010620542
130,123,0.015,0,0,0,1,0,1,4,0,2017,0,N → N,5,1,0.984185261,0.013034147,0.002780592
139,123,0.015,0,0,0,1,0,1,4,0,2017,0,N → N,5,1,0.848648078,0.10781417,0.043537753
156,123,0.33,0,0,1,1,0,1,4,0,2017,1,N → M,5,1,0.774163589,0.202232993,0.023603418
138,123,0.015,0,0,0,1,0,1,4,0,2017,1,M → N,5,1,0.75272442,0.236135663,0.011139918
171,123,0.33,0,0,1,1,0,1,4,0,2017,1,N → M,5,1,0.985600718,0.013219418,0.001179864
184,123,0.33,0,0,1,1,0,1,4,0,2017,0,M → M,5,1,0.843778693,0.132533077,0.02368823
130,123,0.04,0,0,0,1,0,1,4,0,2017,0,N → N,5,1,0.985208477,0.013751517,0.001040006
139,123,0.04,0,0,0,1,0,1,4,0,2017,0,N → N,5,1,0.841599043,0.137566323,0.020834634
156,123,0.505,0,0,1,1,0,1,4,0,2017,1,N → M,5,1,0.743668947,0.230356084,0.02597497
172,123,0.505,0,0,1,1,0,1,4,0,2017,0,M → M,5,1,0.985600718,0.013219418,0.001179864
186,123,0.505,0,0,1,1,0,1,4,0,2017,0,M → M,5,1,0.834415213,0.140074345,0.025510442
130,123,0.005,0,0,0,1,0,1,4,0,2017,0,N → N,5,1,0.300693807,0.517516223,0.18178997
139,123,0.005,0,0,0,1,0,1,4,0,2017,0,N → N,5,1,0.759248337,0.21597501,0.024776653
156,123,0.01,0,0,1,1,0,1,4,0,2017,1,N → M,5,1,0.975313995,0.008753868,0.015932137
138,123,0.005,0,0,0,1,0,1,4,0,2017,1,M → N,5,1,0.943053146,0.017590532,0.039356322
171,123,0.01,0,0,1,1,0,1,4,0,2017,1,N → M,5,1,0.671952404,0.070628256,0.25741934
128,118,0.045,0,0,0,1,0,1,3,3,2017,0,N → N,5,1,0.375726605,0.107083318,0.517190076
138,118,0.045,0,0,0,2,0,1,3,3,2017,0,N → N,5,1,0.952758302,0.005993637,0.041248061
153,118,0.025,0,0,0,1,0,1,3,3,2017,0,N → N,5,1,0.64245085,0.027802683,0.329746466
170,118,0.025,0,0,1,1,0,1,3,3,2017,1,N → M,5,1,0.379204476,0.033412563,0.587382962
185,157,0,0,0,1,1,0,1,5,0,2017,1,N → M,6,0,0.194537631,0.035622731,0.769839637
185,157,0,0,0,1,1,0,1,4,0,2017,1,N → M,6,0,0.109412621,0.034106432,0.856480947
185,157,0,0,0,1,1,0,1,4,4,2017,1,N → M,6,0,0.978439221,0.008392671,0.013168109
185,157,0,0,0,1,1,0,1,4,0,2017,1,N → M,6,0,0.942384969,0.019188599,0.038426432
185,157,0,0,0,1,1,0,1,3,3,2017,1,N → M,6,0,0.808524418,0.050989326,0.140486255
170,157,0,0,0,1,0,0,1,1,1,2017,1,N → S,6,0,0.345859901,0.116268129,0.53787197
185,157,0,0,0,1,1,0,1,1,1,2017,1,S → M,6,0,0.920920306,0.010893694,0.068186001
170,157,0,0,0,1,0,0,1,4,0,2017,1,N → S,6,0,0.811512282,0.02132142,0.167166298
185,157,0,0,0,1,1,0,1,3,3,2017,1,N → M,6,0,0.552056964,0.039329173,0.408613862
