spray.date,first.spray.date,mildew.incidence,flagshoot,previous.flagshoot,disease.in.may,pruning,susceptibility.to.r6.Strains,susceptibility.to.nonr6.Strains,synthetic,nonsynthetic,year,group,mi,Grower,NonSynthetic,Synthetic,Mixture
141,117,0.13,0,0,0,2,4,0,0,1,2015,NonSynthetic,1,8,0.900124851,0.049700596,0.050174553
157,117,0.46,0,0,0,2,4,0,1,0,2015,Synthetic,1,8,0.600137174,0.110969444,0.288893383
117,117,0,0,0,0,1,4,0,0,1,2015,NonSynthetic,0,8,0.984402426,0.010407704,0.005189871
128,117,0.27,0,0,0,1,4,0,1,1,2015,Mixture,1,8,0.951952527,0.023543415,0.024504058
145,117,0.27,0,0,0,1,4,0,1,1,2015,Mixture,1,8,0.842965579,0.06457066,0.092463761
156,117,0.82,0,0,0,1,4,0,1,1,2015,Mixture,1,8,0.44426066,0.08999595,0.46574339
121,121,0.03,0,0,0.03,3,4,0,0,1,2015,NonSynthetic,1,8,0.977997239,0.014730952,0.007271809
128,121,0.6,0,0,0.03,3,4,0,1,0,2015,Synthetic,1,8,0.922671428,0.028417353,0.04891122
145,121,0.6,0,0,0.03,3,4,0,1,1,2015,Mixture,1,8,0.756840219,0.072195806,0.170963975
156,121,0.98,0,0,0.03,3,4,0,1,1,2015,Mixture,1,8,0.374516468,0.087697073,0.537786459
127,127,0.02,0,0,0,2,4,4,0,1,2015,NonSynthetic,1,8,0.960922446,0.031206381,0.007871173
141,127,0.02,0,0,0,2,4,4,0,1,2015,NonSynthetic,1,8,0.901372959,0.074265795,0.024361246
157,127,0.02,0,0,0,2,4,4,0,1,2015,NonSynthetic,1,8,0.743758396,0.177585191,0.078656412
121,121,0.01,0,0,0.01,3,4,0,0,1,2015,NonSynthetic,1,8,0.978456318,0.014609265,0.006934417
131,121,0.37,0,0,0.01,3,4,0,1,1,2015,Mixture,1,8,0.931597078,0.031669012,0.036733909
145,121,0.37,0,0,0.01,3,4,0,1,1,2015,Mixture,1,8,0.822133802,0.07090521,0.106960988
156,121,0.47,0,0,0.01,3,4,0,1,1,2015,Mixture,1,8,0.621214159,0.116331038,0.262454803
126,126,0,0,0,0,2,3,3,0,1,2015,NonSynthetic,0,8,0.971336989,0.024381564,0.004281447
150,126,0,0,0,0,2,3,3,0,2,2015,NonSynthetic,0,8,0.863596416,0.106939538,0.029464047
167,126,0,0,0,0,2,3,3,0,1,2015,NonSynthetic,0,8,0.654058708,0.25085076,0.095090532
180,126,0,0,0,0,2,3,3,1,0,2015,Synthetic,0,8,0.425365734,0.387266356,0.18736791
126,126,0,0,0,0,1,3,3,0,1,2015,NonSynthetic,0,8,0.971336989,0.024381564,0.004281447
141,126,0,0,0,0,1,3,3,0,1,2015,NonSynthetic,0,8,0.922594887,0.062793194,0.014611919
157,126,0,0,0,0,1,3,3,0,1,2015,NonSynthetic,0,8,0.794147564,0.156636618,0.049215818
117,117,0,0,0,0,1,4,0,0,1,2015,NonSynthetic,0,8,0.984402426,0.010407704,0.005189871
127,117,0.12,0,0,0,1,4,0,0,1,2015,NonSynthetic,1,8,0.963240706,0.020871867,0.015887427
140,117,0.12,0,0,0,1,4,0,0,2,2015,NonSynthetic,1,8,0.907927597,0.046701009,0.045371394
157,117,0.19,0,0,0,1,4,0,0,1,2015,NonSynthetic,1,8,0.706137062,0.115999795,0.177863143
167,117,0.19,0,0,0,1,4,0,1,1,2015,Mixture,1,8,0.523469941,0.167211662,0.309318398
183,183,0,0,0,0,5,1,1,1,0,2016,Synthetic,0,1,0.011240192,0.802174595,0.186585213
183,183,0,0,0,0,4,4,4,1,0,2016,Synthetic,0,1,0.008855702,0.715259722,0.275884575
183,183,0,0,0,0,5,4,4,1,0,2016,Synthetic,0,1,0.008855702,0.715259722,0.275884575
183,183,0,0,0,0,5,2,2,1,0,2016,Synthetic,0,1,0.00709716,0.804803988,0.188098852
183,183,0,0,0,0,4,1,1,1,0,2016,Synthetic,0,1,0.011240192,0.802174595,0.186585213
183,183,0,0,0,0,5,1,1,1,0,2016,Synthetic,0,1,0.011240192,0.802174595,0.186585213
183,183,0,0,0,0,5,4,4,1,0,2016,Synthetic,0,1,0.008855702,0.715259722,0.275884575
183,183,0,0,0,0,5,1,1,1,0,2016,Synthetic,0,1,0.011240192,0.802174595,0.186585213
183,183,0,0,0,0.0125,5,2,2,1,0,2016,Synthetic,0,1,0.00709716,0.804803988,0.188098852
183,183,0,0,0,0,5,2,2,1,0,2016,Synthetic,0,1,0.00709716,0.804803988,0.188098852
183,183,0.005,0,0,0,5,4,4,1,0,2016,Synthetic,1,1,0.008812539,0.713334795,0.277852665
183,183,0.115,0,0,0,5,3,3,1,0,2016,Synthetic,1,1,0.01021167,0.736489952,0.253298378
183,183,0,0,0,0,5,3,3,1,0,2016,Synthetic,0,1,0.011311895,0.775745656,0.21294245
183,183,0,0,0,0,5,1,1,1,0,2016,Synthetic,0,1,0.011240192,0.802174595,0.186585213
183,183,0,0,0,0,5,1,1,1,0,2016,Synthetic,0,1,0.011240192,0.802174595,0.186585213
183,183,0,0,0,0,5,1,1,1,0,2016,Synthetic,0,1,0.011240192,0.802174595,0.186585213
183,183,0.005,0,0,0,5,4,4,1,0,2016,Synthetic,1,1,0.008812539,0.713334795,0.277852665
183,183,0,0,0,0,5,3,3,1,0,2016,Synthetic,0,1,0.011311895,0.775745656,0.21294245
183,183,0.005,0,0,0,5,3,3,1,0,2016,Synthetic,1,1,0.011263787,0.77414083,0.214595384
106,106,0,0,0,0,5,0,0,0,1,2016,NonSynthetic,0,2,0.950136731,0.040801737,0.009061532
116,106,0,0,0,0,5,0,0,0,1,2016,NonSynthetic,0,2,0.904260623,0.075507965,0.020231412
127,106,0,0,0,0,5,0,0,1,0,2016,Synthetic,0,2,0.812550132,0.141005668,0.0464442
146,106,0,0,0,0,5,0,0,0,1,2016,NonSynthetic,0,2,0.525544713,0.322647731,0.151807556
160,106,0,0,0,0,5,0,0,1,0,2016,Synthetic,0,2,0.284847673,0.443670813,0.271481513
106,106,0,0,0,0,5,4,4,0,1,2016,NonSynthetic,0,2,0.940791456,0.052474537,0.006734008
116,106,0,0,0,0,5,4,4,0,1,2016,NonSynthetic,0,2,0.888691508,0.096385761,0.014922731
120,106,0,0,0,0,5,4,4,1,0,2016,Synthetic,0,2,0.858276195,0.121453925,0.02026988
146,106,0.865,0,0,0,5,4,4,1,1,2016,Mixture,1,2,0.256960743,0.299343387,0.44369587
155,106,0.865,0,0,0,5,4,4,0,1,2016,NonSynthetic,1,2,0.146217137,0.309903944,0.54387892
174,106,0.23,0,0,0,5,4,4,1,0,2016,Synthetic,1,2,0.092809659,0.526872367,0.380317975
106,106,0,0,0,0,1,2,0,0,1,2016,NonSynthetic,0,2,0.950136731,0.040801737,0.009061532
139,106,0,0,0,0,1,2,0,0,1,2016,NonSynthetic,0,2,0.647474868,0.249561301,0.102963832
160,106,0,0,0,0,1,2,0,0,1,2016,NonSynthetic,0,2,0.284847673,0.443670813,0.271481513
187,106,0,0,0,0,1,2,0,1,0,2016,Synthetic,0,2,0.050230804,0.471190073,0.478579123
107,107,0,0,0,0,1,4,0,0,1,2016,NonSynthetic,0,2,0.946100839,0.044241553,0.009657608
123,107,0,0,0,0,1,4,0,0,1,2016,NonSynthetic,0,2,0.850733185,0.115286078,0.033980737
160,107,0.015,0,0,0,1,4,0,0,1,2016,NonSynthetic,1,2,0.280231462,0.447650944,0.272117594
107,107,0,0,0,0,2,4,0,0,1,2016,NonSynthetic,0,2,0.946100839,0.044241553,0.009657608
123,107,0,0,0,0,2,4,0,0,1,2016,NonSynthetic,0,2,0.850733185,0.115286078,0.033980737
160,107,0,0,0,0,2,4,0,0,1,2016,NonSynthetic,0,2,0.283793177,0.45037042,0.265836403
116,116,0,0,0,0,2,3,3,0,1,2016,NonSynthetic,0,2,0.893212353,0.099164687,0.00762296
135,116,0.01,0,0,0,2,3,3,0,1,2016,NonSynthetic,1,2,0.695087337,0.274206267,0.030706396
147,116,0.01,0,0,0,2,3,3,1,0,2016,Synthetic,1,2,0.500222476,0.438297628,0.061479896
165,116,0.005,0,0,0,2,3,3,0,1,2016,NonSynthetic,1,2,0.224335958,0.649239779,0.126424262
114,114,0,0,0,0,3,5,0,0,1,2016,NonSynthetic,0,2,0.907997784,0.077086871,0.014915344
128,114,0.335,0,0,0,3,5,0,1,0,2016,Synthetic,1,2,0.729656513,0.182011313,0.088332175
141,114,0.335,0,0,0,3,5,0,0,1,2016,NonSynthetic,1,2,0.510482378,0.302279887,0.187237735
174,114,0.235,0,0,0,3,5,0,1,0,2016,Synthetic,1,2,0.091756316,0.466761347,0.441482337
184,114,0.235,0,0,0,3,5,0,1,1,2016,Mixture,1,2,0.045087717,0.445988603,0.50892368
114,114,0,0,0,0,3,4,0,0,1,2016,NonSynthetic,0,2,0.907997784,0.077086871,0.014915344
173,114,0.54,0,0,0,3,4,0,0,1,2016,NonSynthetic,1,2,0.064005635,0.348210697,0.587783668
114,114,0,0,0,0,5,4,4,0,1,2016,NonSynthetic,0,2,0.890790169,0.098227649,0.010982182
138,114,0.03,0,0,0,5,4,4,0,1,2016,NonSynthetic,1,2,0.604689543,0.333300555,0.062009902
148,114,0.03,0,0,0,5,4,4,1,1,2016,Mixture,1,2,0.432457962,0.463504628,0.10403741
180,114,0,0,0,0,5,4,4,1,0,2016,Synthetic,0,2,0.075124832,0.667368041,0.257507127
187,114,0,0,0,0,5,4,4,1,0,2016,Synthetic,0,2,0.046781563,0.66194398,0.291274457
106,106,0,0,0,0,5,3,3,0,1,2016,NonSynthetic,0,2,0.950856211,0.045031179,0.00411261
138,106,0.035,0,0,0,5,3,3,0,1,2016,NonSynthetic,1,2,0.677555604,0.273643732,0.048800665
148,106,0.035,0,0,0,5,3,3,1,1,2016,Mixture,1,2,0.511695743,0.401845368,0.086458889
114,114,0,0,0,0,4,4,4,0,1,2016,NonSynthetic,0,2,0.890790169,0.098227649,0.010982182
138,114,0,0,0,0,4,4,4,0,1,2016,NonSynthetic,0,2,0.609971185,0.331820712,0.058208103
148,114,0,0,0,0,4,4,4,1,1,2016,Mixture,0,2,0.438277247,0.463606692,0.098116061
181,114,0.005,0,0,0,4,4,4,1,0,2016,Synthetic,1,2,0.069964405,0.66571947,0.264316126
187,114,0.005,0,0,0,4,4,4,1,0,2016,Synthetic,1,2,0.046550365,0.660117372,0.293332264
98,98,0,0,0,0,5,3,3,0,1,2016,NonSynthetic,0,3,0.985679238,0.002733169,0.011587592
147,98,0,0,0,0,5,3,3,1,1,2016,Mixture,0,3,0.54372872,0.039216201,0.417055079
155,98,0,0,0,0,5,3,3,1,1,2016,Mixture,0,3,0.378779711,0.046506669,0.574713619
156,98,0,0,0,0,5,3,3,0,1,2016,NonSynthetic,0,3,0.359253263,0.047142207,0.59360453
147,147,0,0,0,0,5,3,3,1,1,2016,Mixture,0,3,0.662774553,0.119485617,0.21773983
155,147,0,0,0,0,5,3,3,1,1,2016,Mixture,0,3,0.511046909,0.156839645,0.332113446
156,147,0,0,0,0,5,3,3,0,1,2016,NonSynthetic,0,3,0.491227946,0.161123472,0.347648583
98,98,0,0,0,0,5,1,1,0,1,2016,NonSynthetic,0,3,0.986921135,0.002847899,0.010230966
147,98,0,0,0,0,5,1,1,1,1,2016,Mixture,0,3,0.570961087,0.042854944,0.38618397
155,98,0,0,0,0,5,1,1,1,1,2016,Mixture,0,3,0.405559777,0.051819661,0.542620562
156,98,0,0,0,0,5,1,1,0,1,2016,NonSynthetic,0,3,0.385563815,0.052652212,0.561783973
147,147,0,0,0,0,5,3,3,1,1,2016,Mixture,0,3,0.662774553,0.119485617,0.21773983
155,147,0,0,0,0,5,3,3,1,1,2016,Mixture,0,3,0.511046909,0.156839645,0.332113446
156,147,0,0,0,0,5,3,3,0,1,2016,NonSynthetic,0,3,0.491227946,0.161123472,0.347648583
83,83,0,0,0,0,5,4,4,0,1,2016,NonSynthetic,0,3,0.992133329,0.000902718,0.006963953
144,83,0.01,0,0,0,5,4,4,1,1,2016,Mixture,1,3,0.424109971,0.022391531,0.553498498
155,83,0.01,0,0,0,5,4,4,1,1,2016,Mixture,1,3,0.225028383,0.024690498,0.750281119
156,83,0.01,0,0,0,5,4,4,0,1,2016,NonSynthetic,1,3,0.210606086,0.024696996,0.764696918
83,83,0,0,0,0,5,4,4,0,1,2016,NonSynthetic,0,3,0.992133329,0.000902718,0.006963953
144,83,0.045,0,0,0,5,4,4,1,1,2016,Mixture,1,3,0.404366883,0.02167913,0.573953987
155,83,0.045,0,0,0,5,4,4,1,1,2016,Mixture,1,3,0.211077116,0.023517691,0.765405192
156,83,0.045,0,0,0,5,4,4,0,1,2016,NonSynthetic,1,3,0.197315263,0.023496051,0.779188686
99,99,0,0,0,0,5,3,3,0,1,2016,NonSynthetic,0,3,0.984637504,0.002973087,0.012389409
102,99,0,0,0,0,5,3,3,0,1,2016,NonSynthetic,0,3,0.980452955,0.003614099,0.015932946
130,99,0,0,0,0,5,3,3,0,1,2016,NonSynthetic,0,3,0.832890301,0.019761484,0.147348215
144,99,0,0,0,0,5,3,3,1,1,2016,Mixture,0,3,0.608305734,0.036617012,0.355077254
155,99,0,0,0,0,5,3,3,1,1,2016,Mixture,0,3,0.382212622,0.047813802,0.569973576
156,99,0,0,0,0,5,3,3,0,1,2016,NonSynthetic,0,3,0.362623399,0.04848247,0.588894131
163,99,0,0,0,0,5,3,3,1,1,2016,Mixture,0,3,0.240221143,0.051156964,0.708621893
147,147,0,0,0,0,5,3,3,1,1,2016,Mixture,0,3,0.662774553,0.119485617,0.21773983
155,147,0,0,0,0,5,3,3,1,1,2016,Mixture,0,3,0.511046909,0.156839645,0.332113446
109,109,0,0,0,0,1,3,3,0,1,2016,NonSynthetic,0,4,0.989707308,0.007220411,0.003072282
125,109,0,0,0,0,1,3,3,0,1,2016,NonSynthetic,0,4,0.967783671,0.020460864,0.011755465
143,109,0,0,0,0,1,3,3,1,0,2016,Synthetic,0,4,0.88782212,0.06213317,0.05004471
145,145,0,0,0,0,1,4,0,0,1,2016,NonSynthetic,0,4,0.818899261,0.116357277,0.064743461
145,145,0,0,0,0,1,4,0,0,1,2016,NonSynthetic,0,4,0.818899261,0.116357277,0.064743461
109,109,0,0,0,0,1,3,3,0,1,2016,NonSynthetic,0,4,0.989707308,0.007220411,0.003072282
128,109,0,0,0,0,1,3,3,1,1,2016,Mixture,0,4,0.960155852,0.024781602,0.015062546
106,106,0,0,0,0,1,4,4,0,1,2016,NonSynthetic,0,4,0.989272215,0.006583041,0.004144744
126,106,0,0,0,0,1,4,4,0,1,2016,NonSynthetic,0,4,0.953999597,0.024003365,0.021997038
140,106,0,0,0,0,1,4,4,1,0,2016,Synthetic,0,4,0.877260467,0.055999188,0.066740344
106,106,0,0,0,0,1,4,4,0,1,2016,NonSynthetic,0,4,0.989272215,0.006583041,0.004144744
126,106,0,0,0,0,1,4,4,0,1,2016,NonSynthetic,0,4,0.953999597,0.024003365,0.021997038
140,106,0,0,0,0,1,4,4,1,0,2016,Synthetic,0,4,0.877260467,0.055999188,0.066740344
106,106,0,0,0,0,1,2,0,0,1,2016,NonSynthetic,0,4,0.989407766,0.005069012,0.005523222
126,106,0,0,0,0,1,2,0,0,1,2016,NonSynthetic,0,4,0.952296118,0.018447319,0.029256563
140,106,0,0,0,0,1,2,0,1,0,2016,Synthetic,0,4,0.869177545,0.042716825,0.08810563
113,113,0.265,0.05,0,0.265,5,3,3,0,1,2016,NonSynthetic,1,4,0.981148126,0.011303797,0.007548077
132,113,0.975,0,0.05,0.265,5,3,3,0,1,2016,NonSynthetic,1,4,0.787939991,0.043836722,0.168223287
157,113,0.975,0,0,0.265,5,3,3,1,0,2016,Synthetic,1,4,0.323313507,0.094838631,0.581847862
178,113,0.14,0,0,0.265,5,3,3,1,0,2016,Synthetic,1,4,0.305121853,0.250851536,0.44402661
145,145,0,0,0,0,1,4,0,0,1,2016,NonSynthetic,0,4,0.818899261,0.116357277,0.064743461
109,109,0,0,0,0,1,3,3,0,1,2016,NonSynthetic,0,4,0.989707308,0.007220411,0.003072282
128,109,0,0,0,0,1,3,3,1,1,2016,Mixture,0,4,0.960155852,0.024781602,0.015062546
109,109,0,0,0,0,1,1,1,0,1,2016,NonSynthetic,0,4,0.989776079,0.007514554,0.002709367
125,109,0,0,0,0,1,1,1,0,1,2016,NonSynthetic,0,4,0.968323307,0.021304788,0.010371904
143,109,0,0,0,0,1,1,1,1,0,2016,Synthetic,0,4,0.890840239,0.064879657,0.044280104
109,109,0,0,0,0,1,3,3,0,1,2016,NonSynthetic,0,4,0.989707308,0.007220411,0.003072282
128,109,0,0,0,0,1,3,3,1,1,2016,Mixture,0,4,0.960155852,0.024781602,0.015062546
109,109,0,0,0,0,3,0,0,0,1,2016,NonSynthetic,0,4,0.986718577,0.006527434,0.006753989
129,109,0,0,0,0,3,0,0,0,1,2016,NonSynthetic,0,4,0.941014142,0.023537403,0.035448455
121,121,0,0,0,0,3,2,2,0,1,2016,NonSynthetic,0,5,0.960218435,0.001927939,0.037853626
138,121,0.015,0,0,0,3,2,2,0,1,2016,NonSynthetic,1,5,0.847169236,0.005302973,0.147527791
147,121,0.015,0,0,0,3,2,2,0,1,2016,NonSynthetic,1,5,0.721227553,0.008213863,0.270558583
119,119,0,0,0,0,4,1,1,0,1,2016,NonSynthetic,0,5,0.97788172,0.001042074,0.021076206
138,119,0.01,0,0,0,4,1,1,0,1,2016,NonSynthetic,1,5,0.896578545,0.003394972,0.100026483
147,119,0.01,0,0,0,4,1,1,0,1,2016,NonSynthetic,1,5,0.801782201,0.005523701,0.192694098
119,119,0,0,0,0,5,1,1,0,1,2016,NonSynthetic,0,5,0.97788172,0.001042074,0.021076206
138,119,0,0,0,0,5,1,1,0,1,2016,NonSynthetic,0,5,0.898722715,0.003388211,0.097889075
146,119,0,0,0,0,5,1,1,0,1,2016,NonSynthetic,0,5,0.818413908,0.005252463,0.176333629
119,119,0,0,0,0,5,3,3,0,1,2016,NonSynthetic,0,5,0.975166796,0.000998573,0.023834631
138,119,0,0,0,0,5,3,3,0,1,2016,NonSynthetic,0,5,0.887200304,0.003214069,0.109585627
147,119,0,0,0,0,5,3,3,0,1,2016,NonSynthetic,0,5,0.78574705,0.005178956,0.209073994
119,119,0.0075,0.0075,0,0.0075,4,4,0,0,1,2016,NonSynthetic,1,5,0.947145281,0.000882346,0.051972373
127,119,0.99,0,0.0075,0.0075,4,4,0,0,1,2016,NonSynthetic,1,5,0.465449354,0.001135333,0.533415313
138,119,0.99,0,0,0.0075,4,4,0,1,1,2016,Mixture,1,5,0.254267121,0.001288927,0.744443953
146,119,0.99,0,0,0.0075,4,4,0,0,1,2016,NonSynthetic,1,5,0.147054761,0.001269002,0.851676237
158,119,0.99,0,0,0.0075,4,4,0,1,1,2016,Mixture,1,5,0.058369797,0.001118766,0.940511437
165,119,0.68,0,0,0.0075,4,4,0,1,1,2016,Mixture,1,5,0.06693391,0.001783877,0.931282213
119,119,0,0,0,0,4,4,0,0,1,2016,NonSynthetic,0,5,0.948026562,0.000880269,0.051093169
127,119,0.99,0,0,0,4,4,0,0,1,2016,NonSynthetic,1,5,0.465449354,0.001135333,0.533415313
138,119,0.99,0,0,0,4,4,0,1,1,2016,Mixture,1,5,0.254267121,0.001288927,0.744443953
146,119,0.99,0,0,0,4,4,0,0,1,2016,NonSynthetic,1,5,0.147054761,0.001269002,0.851676237
158,119,0.99,0,0,0,4,4,0,1,1,2016,Mixture,1,5,0.058369797,0.001118766,0.940511437
165,119,0.505,0,0,0,4,4,0,1,1,2016,Mixture,1,5,0.098344965,0.002427537,0.899227498
119,119,0,0,0,0,2,4,0,0,1,2016,NonSynthetic,0,5,0.948026562,0.000880269,0.051093169
128,119,0.175,0,0,0,2,4,0,0,1,2016,NonSynthetic,1,5,0.848545708,0.001547751,0.149906541
138,119,0.175,0,0,0,2,4,0,1,1,2016,Mixture,1,5,0.705224855,0.002501267,0.292273878
146,119,0.175,0,0,0,2,4,0,0,1,2016,NonSynthetic,1,5,0.547689184,0.00330683,0.449003986
159,119,0.46,0,0,0,2,4,0,1,1,2016,Mixture,1,5,0.168430966,0.002735191,0.828833843
165,119,0.46,0,0,0,2,4,0,1,1,2016,Mixture,1,5,0.108316873,0.002621475,0.889061652
119,119,0,0,0,0,4,4,0,0,1,2016,NonSynthetic,0,5,0.948026562,0.000880269,0.051093169
127,119,0.465,0,0,0,4,4,0,0,1,2016,NonSynthetic,1,5,0.753463129,0.001460152,0.245076719
138,119,0.465,0,0,0,4,4,0,1,1,2016,Mixture,1,5,0.544957936,0.002194757,0.452847307
146,119,0.465,0,0,0,4,4,0,0,1,2016,NonSynthetic,1,5,0.377268622,0.002586541,0.620144837
158,119,0.465,0,0,0,4,4,0,1,1,2016,Mixture,1,5,0.178940291,0.002724863,0.818334846
165,119,0.77,0,0,0,4,4,0,1,1,2016,Mixture,1,5,0.054662756,0.001515439,0.943821806
119,119,0,0,0,0,3,3,3,0,1,2016,NonSynthetic,0,5,0.975166796,0.000998573,0.023834631
138,119,0.015,0,0,0,3,3,3,0,1,2016,NonSynthetic,1,5,0.883633763,0.00322226,0.113143978
147,119,0.015,0,0,0,3,3,3,0,1,2016,NonSynthetic,1,5,0.779747471,0.005173306,0.215079224
139,139,0.13,0,0,0,3,5,0,0,2,2016,NonSynthetic,1,6,0.809850783,0.039305519,0.150843699
154,139,0.13,0,0,0,3,5,0,1,1,2016,Mixture,1,6,0.555288649,0.073076413,0.371634938
161,139,0,0,0,0,3,5,0,1,1,2016,Mixture,0,6,0.478928383,0.094831551,0.426240066
139,139,0,0,0,0,3,4,0,0,2,2016,NonSynthetic,0,6,0.845875973,0.038780593,0.115343434
154,139,0,0,0,0,3,4,0,1,1,2016,Mixture,0,6,0.619473292,0.077008781,0.303517927
161,139,0,0,0,0,3,4,0,1,1,2016,Mixture,0,6,0.478928383,0.094831551,0.426240066
139,139,0.005,0,0,0,3,4,4,0,2,2016,NonSynthetic,1,6,0.85965654,0.051303501,0.08903996
154,139,0.005,0,0,0,3,4,4,1,1,2016,Mixture,1,6,0.651896889,0.105489889,0.242613222
161,139,0,0,0,0,3,4,4,1,1,2016,Mixture,0,6,0.519442344,0.133592578,0.346965078
139,139,0.015,0,0,0,3,4,0,0,2,2016,NonSynthetic,1,6,0.842101897,0.038862176,0.119035928
154,139,0.015,0,0,0,3,4,0,1,1,2016,Mixture,1,6,0.612352716,0.076625622,0.311021662
161,139,0,0,0,0,3,4,0,1,1,2016,Mixture,0,6,0.478928383,0.094831551,0.426240066
139,139,0,0,0,0,3,3,3,0,2,2016,NonSynthetic,0,6,0.898956139,0.045451915,0.055591946
161,139,0,0,0,0,3,3,3,1,1,2016,Mixture,0,6,0.616528159,0.134629775,0.248842066
139,139,0.005,0,0,0,3,4,0,0,2,2016,NonSynthetic,1,6,0.844628573,0.038808343,0.116563085
161,139,0,0,0,0,3,4,0,1,1,2016,Mixture,0,6,0.478928383,0.094831551,0.426240066
139,139,0,0,0,0,5,3,3,0,2,2016,NonSynthetic,0,6,0.898956139,0.045451915,0.055591946
161,139,0,0,0,0,5,3,3,1,0,2016,Synthetic,0,6,0.616528159,0.134629775,0.248842066
104,104,0,0,0,0,4,4,4,0,1,2016,NonSynthetic,0,7,0.988408296,0.010197707,0.001393997
147,104,0,0,0,0,4,4,4,0,2,2016,NonSynthetic,0,7,0.809562319,0.145775595,0.044662086
104,104,0,0,0,0,2,2,2,0,1,2016,NonSynthetic,0,7,0.984556975,0.014261716,0.001181309
147,104,0,0,0,0,2,2,2,0,2,2016,NonSynthetic,0,7,0.769380641,0.194509389,0.036109969
182,104,0,0,0,0,2,2,2,1,1,2016,Mixture,0,7,0.221237639,0.573431346,0.205331015
104,104,0,0,0,0,5,1,1,0,1,2016,NonSynthetic,0,7,0.99022859,0.009027261,0.000744149
147,104,0,0,0,0,5,1,1,0,2,2016,NonSynthetic,0,7,0.84139471,0.133871677,0.024733612
106,106,0,0,0,0,5,0,0,0,2,2016,NonSynthetic,0,7,0.988560634,0.00931124,0.002128126
146,106,0,0,0,0,5,0,0,0,1,2016,NonSynthetic,0,7,0.833430771,0.112227725,0.054341504
144,144,0,0,0,0,1,1,1,0,2,2016,NonSynthetic,0,7,0.777175544,0.21397109,0.008853367
146,146,0,0,0,0,5,3,3,0,2,2016,NonSynthetic,0,7,0.75272442,0.236135663,0.011139918
110,110,0,0,0,0,4,3,3,0,1,2016,NonSynthetic,0,7,0.984361807,0.01437694,0.001261253
146,110,0,0,0,0,4,3,3,0,2,2016,NonSynthetic,0,7,0.842014826,0.134751991,0.023233183
106,106,0,0,0,0,5,3,3,0,1,2016,NonSynthetic,0,7,0.98876391,0.010270764,0.000965325
146,106,0,0,0,0,5,3,3,0,2,2016,NonSynthetic,0,7,0.848843605,0.126056206,0.025100189
182,106,0,0,0,0,5,3,3,1,1,2016,Mixture,0,7,0.306374472,0.498531821,0.195093707
110,110,0,0,0,0,3,1,1,0,1,2016,NonSynthetic,0,7,0.983933223,0.014955071,0.001111706
145,110,0,0,0,0,3,1,1,0,2,2016,NonSynthetic,0,7,0.848773388,0.132262801,0.018963811
106,106,0,0,0,0,5,1,1,0,1,2016,NonSynthetic,0,7,0.988463835,0.010685186,0.000850978
144,106,0,0,0,0,5,1,1,0,2,2016,NonSynthetic,0,7,0.864092676,0.116908671,0.018998653
111,111,0,0,0,0,3,3,3,0,1,2016,NonSynthetic,0,7,0.983017769,0.01563412,0.001348111
144,111,0.005,0,0,0,3,3,3,0,2,2016,NonSynthetic,1,7,0.857481904,0.122673397,0.019844699
145,145,0,0,0,0,3,3,3,0,2,2016,NonSynthetic,0,7,0.768099265,0.221280193,0.010620542
145,145,0,0,0,0,3,1,1,0,2,2016,NonSynthetic,0,7,0.762197367,0.228509259,0.009293373
107,107,0,0,0,0,3,1,1,0,1,2016,NonSynthetic,0,7,0.987466403,0.01162369,0.000909906
145,107,0,0,0,0,3,1,1,0,2,2016,NonSynthetic,0,7,0.854071904,0.125829138,0.020098958
145,145,0,0,0,0,5,3,3,0,2,2016,NonSynthetic,0,7,0.768099265,0.221280193,0.010620542
109,109,0,0,0,0,5,3,3,0,1,2016,NonSynthetic,0,7,0.985600718,0.013219418,0.001179864
145,109,0,0,0,0,5,3,3,0,2,2016,NonSynthetic,0,7,0.852700462,0.125317455,0.021982083
145,145,0,0,0,0,5,3,3,0,2,2016,NonSynthetic,0,7,0.768099265,0.221280193,0.010620542
110,110,0,0,0,0,2,4,0,0,1,2016,NonSynthetic,0,7,0.984185261,0.013034147,0.002780592
144,110,0,0,0,0,2,4,0,0,2,2016,NonSynthetic,0,7,0.848648078,0.10781417,0.043537753
145,145,0,0,0,0,1,0,0,0,2,2016,NonSynthetic,0,7,0.774163589,0.202232993,0.023603418
146,146,0,0,0,0,2,3,3,0,2,2016,NonSynthetic,0,7,0.75272442,0.236135663,0.011139918
109,109,0,0,0,0,2,3,3,0,1,2016,NonSynthetic,0,7,0.985600718,0.013219418,0.001179864
146,109,0,0,0,0,2,3,3,0,2,2016,NonSynthetic,0,7,0.843778693,0.132533077,0.02368823
109,109,0,0,0,0,1,1,1,0,1,2016,NonSynthetic,0,7,0.985208477,0.013751517,0.001040006
146,109,0,0,0,0,1,1,1,0,2,2016,NonSynthetic,0,7,0.841599043,0.137566323,0.020834634
147,147,0,0,0,0,5,0,0,0,2,2016,NonSynthetic,0,7,0.743668947,0.230356084,0.02597497
109,109,0,0,0,0,3,3,3,0,1,2016,NonSynthetic,0,7,0.985600718,0.013219418,0.001179864
147,109,0,0,0,0,3,3,3,0,2,2016,NonSynthetic,0,7,0.834415213,0.140074345,0.025510442
